run_id,iface,broker,port,mode,n_app,lam,qos,payload_bytes,duration_s,publish_count,semantic_updates,tx_bytes,tx_kbps,cpu_user_s,cpu_system_s,wall_s,idle_kbps_before,started_ns,ended_ns,rx_msgs,rx_bytes_payload,p50_ms,p95_ms,p99_ms,max_ms,mean_ms,cpu_total_s,idle_tx_bytes_est,tx_bytes_eff,s_wire_per_publish_B_raw,s_wire_per_publish_B,s_wire_per_update_B_raw,s_wire_per_update_B,tx_kbps_eff,expected_rx_msgs,rx_loss_ratio_raw,rx_loss_ratio,flag_missing_subscriber,flag_negative_latency,flag_busy_idle
wifi_full-005-1770414183,wlan0,192.168.2.100,1883,replication,1,10.0,0,256,60.0,600.0,600.0,208714.0,27.828507097544453,0.04000000000000001,0.009999999999999998,60.00005656600001,0.0,1770414183053627635,1770414243554096442,600,153600,2.7391870000000003,14.762618199999991,212.8846251,224.804697,8.116001886666666,0.05,0.0,208714.0,347.8566666666667,347.8566666666667,347.8566666666667,347.8566666666667,27.828507097544453,600.0,0.0,0.0,False,False,False
wifi_full-039-1770416291,wlan0,192.168.2.100,1883,replication,20,2.0,1,256,60.0,2400.0,120.0,735699.0,98.0930981581111,0.1399999999999988,0.10000000000000009,60.0000622929997,0.0,1770416291096845755,1770416351597794597,2400,614400,5.9492955,11.224113349999998,20.97965164999999,30.750084,6.669657027916667,0.23999999999999888,0.0,735699.0,306.54125,306.54125,6130.825,6130.825,98.0930981581111,2400.0,0.0,0.0,False,False,False
wifi_full-027-1770415547,wlan0,192.168.2.100,1883,replication,10,2.0,1,256,60.0,1200.0,120.0,378687.0,50.49154580153331,0.10999999999999943,0.020000000000000018,60.000064404999875,0.0,1770415547082614045,1770415607583300177,1200,307200,6.5281075,34.256081599999995,59.59507049999999,85.821018,9.390954180833333,0.12999999999999945,0.0,378687.0,315.5725,315.5725,3155.725,3155.725,50.49154580153331,1200.0,0.0,0.0,False,False,False
wifi_full-011-1770414555,wlan0,192.168.2.100,1883,replication,1,50.0,1,256,60.0,3000.0,3000.0,1040331.0,138.7106619782678,0.41000000000000003,0.1,60.00005970199993,0.0,1770414555063087584,1770414615561066078,3000,768000,2.265485,66.3850791,126.32160338,209.057266,9.125649178666666,0.51,0.0,1040331.0,346.777,346.777,346.777,346.777,138.7106619782678,3000.0,0.0,0.0,False,False,False
wifi_full-010-1770414493,wlan0,192.168.2.100,1883,replication,1,50.0,0,1024,60.0,3000.0,3000.0,3382432.0,450.99050090109125,0.21000000000000008,0.03,60.00005753100004,0.0,1770414493062754373,1770414553573625244,3000,3072000,2.2518835,16.534250649999798,46.40176604999999,81.941726,4.3636875863333335,0.24000000000000007,0.0,3382432.0,1127.4773333333333,1127.4773333333333,1127.4773333333333,1127.4773333333333,450.99050090109125,3000.0,0.0,0.0,False,False,False
wifi_full-063-1770417779,wlan0,192.168.2.100,1883,uns,1,2.0,1,256,60.0,120.0,120.0,49770.0,6.635993405039139,0.01999999999999602,0.0,60.000059629000134,0.0,1770417779125418926,1770417839625879941,120,30720,2.5654700000000004,7.258344799999995,182.40078407000038,217.001452,7.057393941666666,0.01999999999999602,0.0,49770.0,414.75,414.75,414.75,414.75,6.635993405039139,120.0,0.0,0.0,False,False,False
wifi_full-048-1770416849,wlan0,192.168.2.100,1883,replication,20,50.0,1,1024,60.0,60000.0,3000.0,62614284.0,8348.563341358213,4.359999999999999,0.6799999999999997,60.000056478999795,0.0,1770416849107660183,1770416909609634420,56542,57899008,1059.814167,3889.69366385,4077.80790683,4159.022679,1397.8774467354178,5.039999999999999,0.0,62614284.0,1043.5714,1043.5714,20871.428,20871.428,8348.563341358213,60000.0,0.057633333333333314,0.057633333333333314,False,False,False
wifi_full-113-1770420879,wlan0,192.168.2.100,1883,uns,50,10.0,0,256,60.0,600.0,600.0,203702.0,27.16024001115453,0.03999999999999204,0.010000000000001563,60.00005888499982,0.0,1770420879187054496,1770420939685770193,600,153600,2.4336495,3.7634174499999977,8.617878519999959,213.148976,3.663186985,0.049999999999993605,0.0,203702.0,339.50333333333333,339.50333333333333,339.50333333333333,339.50333333333333,27.16024001115453,600.0,0.0,0.0,False,False,False
wifi_full-071-1770418275,wlan0,192.168.2.100,1883,uns,1,50.0,1,256,60.0,3000.0,3000.0,1023124.0,136.4163789781993,0.0,0.5599999999999987,60.00006789000054,0.0,1770418275134544047,1770418335632579234,3000,768000,-0.7269950000000001,63.76669489999999,123.73857061999999,127.618175,5.515051542,0.5599999999999987,0.0,1023124.0,341.04133333333334,341.04133333333334,341.04133333333334,341.04133333333334,136.4163789781993,3000.0,0.0,0.0,False,False,False
wifi_full-074-1770418461,wlan0,192.168.2.100,1883,uns,5,2.0,0,1024,60.0,120.0,120.0,135290.0,18.03864862020129,0.0,0.02000000000000135,60.00006002600003,0.0,1770418461146212883,1770418521639383544,120,122880,3.124213,7.805502499999999,174.02220722000044,215.187336,7.222453941666667,0.02000000000000135,0.0,135290.0,1127.4166666666667,1127.4166666666667,1127.4166666666667,1127.4166666666667,18.03864862020129,120.0,0.0,0.0,False,False,False
